Attending Coll./Univ. (%),African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,First Language Not English %,English Language Learner %,Students With Disabilities %,High Needs %,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,Students,Students Disciplined,% In-School Suspension,% Out-of-School Suspension,% Expulsion,% Removed to Alternate Setting
85.2,2.8,8.2,3.7,80.9,0.0,0.1,4.3,51.0,49.0,7.8,1.6,14.9,22.7,"     $25,883,083","  $68,893",    376,"          $66,120,934.00","           5,266.8","              $12,554.29","          $73,714,556.00","           5,440.3","              $13,549.72","   5,486",      49,0.0,0.9,0.0,0.0
77.1,3.2,2.6,3.3,88.6,0.4,0.1,1.7,47.7,52.3,3.3,1.7,15.3,28.6,"     $10,900,076","  $80,325",    136,"          $26,574,102.00","           1,574.9","              $16,873.52","          $30,289,877.00","           1,709.1","              $17,722.71","   1,564",      92,5.2,1.5,0.0,0.0
90.2,2.8,7.5,4.7,81.0,0.0,0.0,3.9,49.6,50.4,8.2,1.6,15.2,19.8,"     $33,367,115","  $87,555",    381,"          $78,306,270.54","           5,528.4","              $14,164.36","          $84,240,441.96","           5,608.6","              $15,019.87","   5,595",      96,0.9,1.0,0.0,0.0
62.5,11.7,0.8,34.5,46.3,0.5,0.3,5.9,52.9,47.1,24.8,10.8,21.9,69.1,"     $62,241,552","  $73,320",    849,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83","  13,595",     793,0.3,5.7,0.0,0.0
84.1,1.0,1.8,2.3,92.9,0.0,0.0,1.8,49.5,50.5,2.5,0.9,12.4,18.8,"     $14,168,338","  $78,278",    181,"          $31,838,640.09","           2,327.2","              $13,681.09","          $36,610,471.26","           2,601.5","              $14,072.83","   2,405",       8,0.1,0.2,0.0,0.0
84.9,4.9,17.0,7.3,65.1,0.1,0.1,5.4,50.5,49.5,22.2,7.0,19.6,31.6,"     $80,242,396","  $75,665","  1,061","         $207,517,383.00","          12,456.5","              $16,659.37","         $221,922,627.00","          12,623.1","              $17,580.68","  12,967",     185,1.0,0.5,0.0,0.0
80.2,1.6,1.4,2.4,92.8,0.0,0.0,1.8,31.5,68.5,0.0,0.0,15.7,25.9,"      $3,261,943","  $74,644",     44,"          $10,211,145.66",             459.7,"              $22,212.63","          $10,211,145.66",             459.7,"              $22,212.63",     499,      21,2.2,2.0,0.2,0.0
50.0,3.1,0.3,5.7,83.6,0.2,0.5,6.6,50.3,49.7,1.5,0.9,26.0,62.3,"      $7,989,448","  $62,613",    128,"          $23,116,866.73","           1,497.7","              $15,434.91","          $26,223,968.86","           1,693.6","              $15,484.16","   1,600",      75,2.8,2.8,0.0,0.0
88.6,3.1,7.5,7.7,79.3,0.3,0.3,1.7,51.6,48.4,7.3,1.3,14.9,24.5,"     $22,697,411","  $77,466",    293,"          $52,255,626.00","           4,789.0","              $10,911.59","          $58,094,147.00","           4,886.2","              $11,889.43","   4,944",      39,0.1,0.7,0.0,0.0
87.5,1.9,5.1,3.7,85.8,0.3,0.1,3.0,50.0,50.0,6.1,2.3,16.0,26.5,"     $20,924,567","  $72,079",    290,"          $48,093,232.98","           4,586.0","              $10,486.97","          $51,489,265.39","           4,724.6","              $10,898.12","   4,725",      40,0.0,0.8,0.0,0.0
66.7,0.9,0.5,5.6,88.8,0.0,0.0,4.2,52.5,47.5,1.0,0.0,18.2,39.8,"      $3,182,071","  $71,668",     44,"           $7,672,363.38",             565.6,"              $13,565.00","           $8,990,349.01",             698.8,"              $12,865.41",     615,      21,0.8,2.9,0.0,0.0
83.3,0.9,1.1,3.1,92.5,0.1,0.0,2.2,50.2,49.8,1.5,0.5,18.8,29.4,"     $16,559,494","  $64,610",    256,"          $42,302,644.50","           3,386.5","              $12,491.55","          $47,667,024.50","           3,625.6","              $13,147.35","   3,449",      39,0.1,1.1,0.0,0.0
78.9,0.7,3.4,2.1,91.5,0.0,0.1,2.2,50.4,49.6,0.7,0.3,17.7,22.7,"     $14,444,287","  $73,771",    196,"          $32,563,563.62","           2,592.9","              $12,558.74","          $35,090,941.24","           2,640.2","              $13,291.02","   2,599",      45,1.0,1.1,0.0,0.0
85.5,2.6,4.0,16.9,71.3,0.3,0.0,4.9,50.0,50.0,8.8,3.6,23.1,39.2,"     $13,058,136","  $58,980",    221,"          $34,628,662.00","           2,732.1","              $12,674.74","          $40,116,101.00","           3,039.5","              $13,198.26","   2,785",     106,2.5,1.9,0.0,0.0
41.2,1.9,1.2,16.3,79.1,0.0,0.0,1.6,62.3,37.7,4.4,3.7,36.7,54.7,"      $2,866,382","  $60,728",     47,"           $9,105,390.90",             411.9,"              $22,105.83","           $9,105,390.90",             411.9,"              $22,105.83",     435,      58,10.1,4.6,0.0,0.0
92.9,1.2,8.4,3.2,84.8,0.0,0.6,1.8,47.1,52.9,6.6,1.3,9.3,15.7,"      $9,312,036","  $86,947",    107,"          $20,049,747.71","           1,454.3","              $13,786.53","          $20,976,177.59","           1,488.9","              $14,088.37","   1,469",      19,0.1,1.2,0.0,0.0
57.6,0.4,1.0,6.2,88.8,0.0,0.1,3.5,51.9,48.1,2.3,1.4,17.9,34.0,"     $11,295,828","  $68,961",    164,"          $29,492,474.12","           2,533.6","              $11,640.54","          $32,485,111.02","           2,676.8","              $12,135.80","   2,574",      85,1.6,2.0,0.0,0.0
47.7,3.0,1.3,29.0,65.0,0.0,0.1,1.7,54.6,45.4,20.3,1.5,24.8,45.5,"      $9,338,654","  $82,279",    114,"          $25,295,342.00","           1,234.8","              $20,485.38","          $25,295,342.00","           1,234.8","              $20,485.38","   1,289",     144,6.7,5.9,0.0,0.0
42.6,1.0,0.4,2.6,94.6,0.2,0.0,1.2,62.6,37.4,0.0,0.0,15.0,35.8,"      $3,978,801","  $78,016",     51,"           $9,709,705.00",             492.1,"              $19,731.16","           $9,722,001.00",             494.1,"              $19,676.18",     516,      48,0.0,9.3,0.0,0.0
79.9,1.5,1.9,2.3,91.8,0.2,0.2,2.1,51.1,48.9,1.4,0.6,21.2,31.1,"     $12,375,604","  $65,933",    188,"          $29,441,832.21","           2,657.9","              $11,077.10","          $35,782,551.03","           2,895.2","              $12,359.27","   2,609",      71,0.8,2.0,0.0,0.0
90.0,0.7,2.1,1.2,94.0,0.1,0.1,1.7,50.7,49.3,1.3,0.3,14.5,17.3,"     $12,461,880","  $76,313",    163,"          $29,772,380.43","           2,241.9","              $13,279.98","          $31,940,301.58","           2,273.8","              $14,047.10","   2,292",      24,0.7,0.8,0.0,0.0
82.3,10.8,7.1,8.5,71.9,0.0,0.1,1.6,50.9,49.1,15.9,6.3,17.9,38.2,"     $19,841,064","  $73,187",    271,"          $47,903,794.08","           3,411.6","              $14,041.45","          $52,591,178.00","           3,497.3","              $15,037.65","   3,636",     133,2.6,1.8,0.0,0.0
46.5,0.5,0.4,0.5,97.7,0.0,0.0,0.9,56.7,43.3,0.0,0.0,22.2,34.3,"      $4,050,015","  $73,771",     55,"          $10,473,909.39",             565.7,"              $18,514.95","          $10,473,909.39",             565.7,"              $18,514.95",     575,      40,2.8,5.2,0.0,0.0
86.7,2.2,2.0,1.2,92.2,0.1,0.1,2.3,49.8,50.2,0.7,0.2,13.6,19.9,"      $6,985,644","  $79,836",     88,"          $17,027,361.15","           1,218.2","              $13,977.48","          $17,079,859.15","           1,223.8","              $13,956.41","   1,279",      16,0.2,1.1,0.0,0.0
73.9,1.1,0.9,9.7,85.2,0.2,0.1,2.9,51.7,48.3,1.1,0.3,14.6,37.0,"      $8,895,375","  $65,892",    135,"          $24,188,008.21","           1,869.1","              $12,940.99","          $25,872,547.18","           1,979.3","              $13,071.56","   1,975",     155,4.9,4.1,0.0,0.0
76.0,1.7,1.7,6.1,87.2,0.1,0.1,3.0,52.3,47.7,3.4,1.2,17.6,44.4,"      $7,663,615","  $67,521",    114,"          $18,434,063.48","           1,444.4","              $12,762.44","          $21,425,960.48","           1,536.5","              $13,944.65","   1,540",      95,3.7,3.0,0.0,0.0
40.5,0.2,0.5,4.5,90.2,1.0,0.0,3.7,58.5,41.5,0.0,0.0,26.7,48.1,"      $5,306,808","  $68,920",     77,"          $13,953,336.16",             605.6,"              $23,040.52","          $14,044,634.16",             620.5,"              $22,634.38",     631,      34,1.4,4.3,0.0,0.0
75.4,3.2,1.7,13.1,79.8,0.1,0.0,2.2,51.1,48.9,20.7,6.9,19.0,42.1,"     $32,973,953","  $75,438",    437,"          $76,480,298.00","           6,132.6","              $12,471.10","          $84,869,845.00","           6,387.4","              $13,287.07","   6,214",      40,0.4,0.3,0.0,0.0
75.8,1.0,0.7,0.6,96.7,0.1,0.2,0.7,52.0,48.0,0.7,0.5,12.2,21.7,"     $14,712,685","  $75,527",    195,"          $34,887,747.30","           3,283.7","              $10,624.52","          $37,475,579.26","           3,380.3","              $11,086.47","   3,299",      44,0.2,1.2,0.0,0.0
82.8,0.3,1.5,2.4,94.4,0.0,0.0,1.4,50.5,49.5,0.4,0.1,17.5,23.6,"     $15,551,135","  $71,532",    217,"          $34,277,591.00","           2,799.0","              $12,246.37","          $37,413,162.39","           2,909.1","              $12,860.73","   2,787",      59,1.7,0.7,0.0,0.0
69.6,0.8,0.9,1.6,94.0,0.2,0.1,2.5,51.2,48.8,0.2,0.0,15.5,30.5,"      $4,715,049","  $53,763",     88,"          $15,344,500.86",             942.2,"              $16,285.82","          $16,423,545.82",             992.6,"              $16,545.99",     963,      19,0.5,1.7,0.0,0.0
71.2,10.8,1.6,10.0,70.2,0.2,0.0,7.2,50.9,49.1,6.8,4.4,19.4,54.5,"     $31,392,932","  $64,515",    487,"          $82,909,712.00","           5,916.6","              $14,013.07","          $89,359,524.86","           6,496.7","              $13,754.60","   5,950",     226,3.2,1.7,0.0,0.0
68.4,2.0,1.4,3.3,89.3,0.3,0.1,3.7,51.6,48.4,2.3,0.9,19.2,33.8,"     $41,136,945","  $66,619",    618,"         $105,587,985.15","           7,764.4","              $13,598.99","         $118,367,956.30","           8,422.2","              $14,054.28","   7,989",     486,5.0,2.4,0.0,0.0
78.1,0.7,0.8,4.3,92.2,0.1,0.0,1.9,48.2,51.8,0.5,0.2,17.3,31.8,"     $12,124,118","  $72,643",    167,"          $31,758,925.16","           2,481.1","              $12,800.34","          $35,261,571.12","           2,621.3","              $13,451.94","   2,599",      90,1.1,2.5,0.0,0.0
62.8,1.5,0.6,5.6,90.6,0.4,0.0,1.2,51.0,49.0,2.1,0.8,15.3,40.8,"      $6,343,867","  $68,731",     92,"          $16,353,931.00","           1,383.2","              $11,823.26","          $17,552,813.00","           1,490.6","              $11,775.67","   1,456",      66,1.9,3.8,0.0,0.0
74.3,6.4,35.6,5.1,49.4,0.3,0.4,2.8,52.6,47.4,33.5,14.0,16.3,53.6,"     $52,801,618","  $76,182",    693,"         $130,596,899.04","           9,150.1","              $14,272.73","         $145,071,320.79","           9,348.6","              $15,517.97","   9,654",     334,1.6,2.4,0.0,0.0
76.7,1.7,1.6,6.0,85.4,0.6,0.1,4.5,49.8,50.2,1.1,0.5,16.4,39.6,"      $3,905,462","  $61,118",     64,"          $11,036,510.00",             810.0,"              $13,625.32","          $13,071,384.77",             906.1,"              $14,425.98",     871,      67,6.2,3.4,0.0,0.0
73.5,51.6,17.3,11.7,15.0,0.3,0.1,3.9,53.8,46.2,35.9,14.2,23.4,58.2,"     $17,118,687","  $66,818",    256,"          $45,408,192.45","           2,969.2","              $15,293.07","          $55,402,035.98","           3,423.6","              $16,182.39","   3,153",     207,3.5,4.8,0.0,0.0
90.5,2.2,4.7,1.6,89.6,0.1,0.0,1.7,52.0,48.0,1.7,0.6,17.3,22.1,"     $22,076,459","  $70,262",    314,"          $49,012,226.00","           4,390.6","              $11,162.99","          $52,641,725.00","           4,458.4","              $11,807.31","   4,474",      60,1.1,0.5,0.0,0.0
66.1,4.3,5.2,48.2,39.2,0.4,0.1,2.6,49.6,50.4,54.0,16.0,14.7,57.1,"     $40,425,886","  $78,788",    513,"          $88,839,124.00","           6,798.8","              $13,066.88","          $99,263,184.00","           7,046.7","              $14,086.48","   7,484",     211,0.7,2.3,0.0,0.0
71.8,5.0,0.8,8.9,81.3,0.0,0.0,4.0,52.3,47.7,6.0,2.4,16.0,37.9,"     $10,197,001","  $71,109",    143,"          $29,673,592.00","           2,273.3","              $13,053.09","          $33,087,319.00","           2,410.1","              $13,728.61","   2,367",      92,1.2,3.4,0.0,0.0
66.2,6.0,3.0,36.4,49.9,0.1,0.0,4.5,51.6,48.4,27.5,12.1,21.5,57.7,"     $30,744,906","  $73,185",    420,"          $69,186,447.68","           4,277.3","              $16,175.26","          $80,076,369.12","           4,789.0","              $16,720.90","   4,469",     231,1.9,3.9,0.0,0.0
84.1,1.3,1.9,0.5,95.5,0.5,0.0,0.3,51.3,48.7,0.4,0.3,14.9,24.8,"     $16,957,424","  $91,022",    186,"          $40,739,722.00","           3,017.0","              $13,503.39","          $46,736,508.30","           3,310.2","              $14,118.94","   2,949",      63,1.6,0.9,0.0,0.0
83.0,4.1,4.0,11.6,78.3,0.4,0.2,1.4,49.9,50.1,10.9,3.2,15.2,36.7,"     $14,501,526","  $69,552",    209,"          $35,960,380.42","           2,775.5","              $12,956.36","          $40,291,864.68","           2,999.6","              $13,432.41","   2,828",      79,1.2,1.7,0.0,0.0
85.5,1.1,2.9,4.1,89.9,0.1,0.0,2.0,48.2,51.8,3.1,1.3,15.3,25.2,"     $11,018,231","  $75,935",    145,"          $25,682,048.00","           2,039.6","              $12,591.71","          $28,300,615.00","           2,084.5","              $13,576.69","   2,013",      73,2.6,1.5,0.0,0.0
87.0,4.9,23.5,4.0,63.4,0.1,0.1,4.0,52.1,47.9,22.0,2.5,12.8,20.7,"     $20,421,703","  $78,087",    262,"          $49,546,457.01","           3,496.0","              $14,172.33","          $53,418,839.25","           3,556.2","              $15,021.33","   3,545",      48,0.7,0.8,0.0,0.0
55.3,0.9,0.4,3.2,93.9,0.1,0.0,1.5,58.5,41.5,1.0,0.0,25.1,31.1,"     $10,716,903","  $82,948",    129,"          $25,415,049.00","           1,344.5","              $18,902.97","          $25,551,628.00","           1,369.9","              $18,652.18","   1,378",      87,0.1,6.3,0.0,0.0
93.0,1.9,24.4,6.3,63.9,0.2,0.0,3.2,50.0,50.0,23.7,3.0,13.6,23.1,"     $29,976,467","  $75,488",    397,"          $63,780,646.98","           5,925.8","              $10,763.21","          $74,586,281.81","           6,283.6","              $11,869.99","   6,218",      96,0.4,1.2,0.0,0.0
75.4,1.5,0.8,0.5,96.5,0.1,0.2,0.4,51.4,48.6,0.3,0.1,15.5,25.3,"     $10,633,585","  $79,060",    135,"          $25,671,406.82","           1,867.2","              $13,748.61","          $25,974,433.82","           1,899.4","              $13,675.07","   1,958",      47,0.0,2.4,0.0,0.0
85.8,1.5,1.4,1.9,93.3,0.0,0.1,1.7,49.7,50.3,2.5,0.0,13.1,20.8,"      $5,248,637","  $62,858",     84,"          $12,689,335.18",             933.4,"              $13,594.75","          $13,949,986.00",             967.8,"              $14,414.12",     956,      46,0.0,4.8,0.0,0.0
70.7,10.7,8.5,42.3,36.0,0.0,0.0,2.4,53.1,46.9,50.3,17.4,21.0,57.5,"     $30,433,467","  $71,541",    425,"          $81,028,329.07","           4,829.2","              $16,778.83","          $94,031,949.83","           5,395.3","              $17,428.49","   5,229",     252,2.5,2.9,0.0,0.0
79.9,1.7,1.5,9.4,82.0,0.3,0.1,5.1,48.8,51.2,4.1,2.1,12.5,31.4,"      $9,915,608","  $69,927",    142,"          $25,692,951.81","           1,911.3","              $13,442.66","          $28,989,641.00","           2,119.7","              $13,676.29","   1,966",      76,3.1,1.4,0.0,0.0
43.8,6.2,0.6,48.6,41.7,0.4,0.0,2.5,56.3,43.7,19.9,4.2,44.3,70.4,"      $5,832,579","  $75,650",     77,"          $17,428,928.28",             674.0,"              $25,858.94","          $17,428,928.28",             674.0,"              $25,858.94",     719,      71,3.9,7.0,0.0,0.0
42.7,1.8,0.0,2.2,95.2,0.0,0.2,0.7,63.1,36.9,0.0,0.0,29.7,42.2,"      $4,604,998","  $85,595",     54,"          $12,045,549.00",             594.6,"              $20,258.24","          $12,093,829.00",             596.6,"              $20,271.25",     607,      54,5.1,6.1,0.0,0.0
63.9,1.2,1.4,44.7,51.3,0.3,0.0,1.1,51.8,48.2,26.3,17.2,20.0,72.0,"     $11,348,586","  $68,572",    166,"          $30,006,826.62","           2,225.1","              $13,485.61","          $33,935,861.78","           2,492.2","              $13,616.83","   2,437",     258,5.3,8.5,0.0,0.0
55.8,28.6,1.0,11.8,55.7,0.1,0.0,2.9,52.6,47.4,20.6,1.3,22.4,50.5,"      $9,965,582","  $81,685",    122,"          $27,425,168.00","           1,316.9","              $20,825.55","          $27,453,611.00","           1,321.8","              $20,769.87","   1,344",     110,0.0,8.2,0.0,0.0
42.3,0.4,0.2,5.1,93.8,0.1,0.0,0.4,59.6,40.4,0.3,0.0,18.5,35.4,"      $7,813,907","  $72,553",    108,"          $18,945,027.68","           1,067.0","              $17,755.41","          $19,090,841.68","           1,095.5","              $17,426.60","   1,143",      33,0.0,2.9,0.0,0.0
81.4,2.1,0.9,3.7,91.5,0.1,0.1,1.6,51.0,49.0,3.2,1.9,18.5,33.8,"      $8,910,144","  $62,747",    142,"          $20,300,017.34","           1,689.3","              $12,016.82","          $22,982,550.79","           1,803.4","              $12,744.01","   1,706",      36,1.5,0.9,0.0,0.0
67.7,1.1,0.9,8.4,86.2,0.1,0.0,3.3,54.1,45.9,0.9,0.7,19.5,41.5,"      $7,179,534","  $62,539",    115,"          $21,155,744.66","           1,813.8","              $11,663.77","          $24,933,607.42","           2,009.5","              $12,407.87","   1,789",      23,0.3,1.1,0.0,0.0
65.1,19.8,2.7,63.0,12.0,0.1,0.0,2.4,52.1,47.9,26.1,17.2,19.5,77.3,"    $130,432,206","  $65,293","  1,998","         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09","  28,070","   2,904",3.2,8.7,0.0,0.0
87.0,2.1,3.6,5.0,86.2,0.2,0.1,2.8,49.7,50.3,9.1,2.2,18.4,30.5,"     $12,438,219","  $66,693",    187,"          $31,056,231.25","           2,307.4","              $13,459.41","          $36,102,626.25","           2,487.0","              $14,516.54","   2,387",      78,0.2,3.1,0.0,0.0
83.3,19.6,5.4,7.7,63.9,0.1,0.4,3.0,51.7,48.3,12.8,4.0,15.5,37.4,"     $22,480,956","  $76,466",    294,"          $46,066,183.55","           3,621.0","              $12,721.95","          $51,174,893.47","           3,751.8","              $13,640.09","   3,814",     134,2.0,2.2,0.0,0.0
90.6,3.6,2.2,8.5,83.5,0.2,0.2,1.8,50.6,49.4,7.6,3.2,15.0,27.3,"     $14,116,092","  $76,016",    186,"          $32,639,380.00","           2,306.4","              $14,151.66","          $34,847,085.00","           2,354.9","              $14,797.69","   2,307",      27,0.0,1.2,0.0,0.0
72.5,1.4,0.8,2.3,93.9,0.2,0.0,1.3,50.7,49.3,1.5,0.5,12.4,28.7,"     $10,276,348","  $62,775",    164,"          $24,796,412.62","           2,050.8","              $12,091.09","          $25,740,672.21","           2,098.6","              $12,265.64","   2,179",     118,4.7,1.1,0.0,0.0
73.3,0.7,1.3,4.5,90.5,0.4,0.1,2.6,50.7,49.3,0.6,0.1,11.8,25.1,"     $10,658,240","  $73,069",    146,"          $23,244,129.00","           1,748.2","              $13,296.04","          $23,429,290.00","           1,791.3","              $13,079.49","   1,826",      73,2.1,2.5,0.0,0.0
64.0,11.4,1.4,11.2,71.2,0.3,0.2,4.3,51.9,48.1,8.2,3.3,19.0,47.9,"     $38,245,292","  $73,662",    519,"          $89,118,286.36","           7,884.9","              $11,302.40","          $97,152,319.86","           8,101.9","              $11,991.30","   8,335",     416,0.4,4.8,0.0,0.0
77.0,1.8,3.1,2.1,92.3,0.0,0.1,0.6,51.2,48.8,1.6,0.8,17.4,26.4,"     $18,471,234","  $73,944",    250,"          $47,636,483.82","           3,715.3","              $12,821.71","          $53,774,092.36","           3,905.6","              $13,768.46","   3,730",      69,0.0,1.8,0.0,0.0
58.4,0.8,0.2,4.2,91.5,0.2,0.0,3.0,57.8,42.2,0.0,0.0,27.5,39.8,"      $7,493,981","  $79,134",     95,"          $17,831,534.00","           1,059.4","              $16,831.73","          $17,837,844.00","           1,059.4","              $16,837.69","   1,025",      84,0.0,8.0,0.0,0.0
80.9,0.5,1.6,2.4,93.9,0.1,0.1,1.3,51.5,48.5,2.0,0.4,14.7,26.7,"     $16,581,702","  $75,098",    221,"          $37,640,391.25","           2,738.8","              $13,743.39","          $41,883,277.01","           2,947.5","              $14,209.76","   2,853",      48,0.9,1.2,0.0,0.0
82.5,1.8,6.3,3.5,84.8,0.2,0.1,3.3,50.8,49.2,3.8,0.1,15.0,23.7,"      $9,508,082","  $71,705",    133,"          $21,610,757.00","           1,790.1","              $12,072.37","          $24,123,016.00","           1,934.4","              $12,470.54","   1,827",      10,0.0,0.5,0.0,0.0
62.2,2.6,1.3,3.0,90.1,1.0,0.1,1.9,59.1,40.9,0.0,0.0,17.5,33.5,"      $5,017,329","  $68,731",     73,"          $14,690,355.05",             689.8,"              $21,296.54","          $14,693,005.05",             690.3,"              $21,284.96",     703,      32,1.0,3.7,0.0,0.0
72.9,0.8,1.9,3.4,91.0,0.3,0.1,2.5,52.7,47.3,2.1,0.6,15.1,28.2,"      $8,890,566","  $70,226",    127,"          $22,617,050.00","           1,878.9","              $12,037.39","          $25,687,835.57","           2,094.9","              $12,262.08","   1,955",      44,0.2,2.0,0.0,0.0
84.5,1.7,2.9,4.3,88.8,0.1,0.1,2.1,50.4,49.6,3.8,1.7,13.9,21.1,"     $31,595,350","  $68,835",    459,"          $78,856,055.14","           7,384.3","              $10,678.88","          $84,606,634.04","           7,601.3","              $11,130.55","   7,503",     117,0.7,1.1,0.0,0.0
86.2,2.0,3.2,4.0,88.0,0.1,0.2,2.5,50.6,49.4,2.3,0.9,16.2,23.9,"     $17,495,437","  $68,907",    254,"          $41,143,693.00","           3,328.6","              $12,360.66","          $44,790,384.00","           3,451.6","              $12,976.70","   3,510",      58,0.3,1.5,0.0,0.0
87.8,3.3,4.9,4.7,84.6,0.4,0.0,2.0,49.7,50.3,7.0,2.8,15.3,23.0,"     $21,607,041","  $74,124",    292,"          $50,704,295.42","           3,986.0","              $12,720.60","          $54,668,289.23","           4,049.2","              $13,501.01","   4,042",      56,1.0,0.6,0.0,0.0
74.2,9.4,5.5,35.2,47.1,0.2,0.1,2.4,52.7,47.3,41.5,17.3,19.6,48.7,"     $36,422,449","  $75,383",    483,"          $95,886,080.56","           5,147.3","              $18,628.42","         $103,885,896.70","           5,327.0","              $19,501.76","   5,546",     276,3.6,2.2,0.0,0.0
58.8,1.8,0.6,5.6,87.6,0.2,0.3,3.9,51.7,48.3,1.9,1.2,18.3,52.2,"      $5,440,456","  $61,266",     89,"          $16,135,298.53","           1,274.1","              $12,664.08","          $18,428,772.76","           1,445.5","              $12,749.06","   1,338",      53,1.4,3.0,0.0,0.0
63.0,7.8,0.9,6.1,73.7,1.1,0.0,10.4,52.1,47.9,1.0,0.5,23.5,51.6,"     $13,858,037","  $68,502",    202,"          $37,975,498.76","           2,713.9","              $13,992.96","          $41,281,321.13","           2,914.6","              $14,163.63","   2,804",     336,6.7,9.5,0.0,0.0
83.8,3.7,8.9,12.5,69.6,0.6,0.1,4.5,50.4,49.6,32.1,7.1,23.1,43.4,"     $18,114,540","  $76,887",    236,"          $41,301,707.83","           2,654.3","              $15,560.30","          $48,740,576.76","           2,815.9","              $17,309.06","   2,722",      19,0.3,0.4,0.0,0.0
86.6,5.1,14.8,4.4,70.8,0.0,0.2,4.8,50.7,49.3,6.9,1.2,19.0,22.7,"     $18,474,377","  $89,900",    206,"          $42,134,352.84","           2,687.9","              $15,675.57","          $44,880,773.84","           2,729.1","              $16,445.27","   2,678",      28,0.7,0.3,0.0,0.0
70.3,4.2,1.8,18.0,69.8,0.3,0.2,5.8,51.3,48.7,7.9,4.6,19.1,54.8,"      $9,460,992","  $71,242",    133,"          $23,182,906.91","           1,826.7","              $12,691.14","          $26,645,465.34","           2,015.4","              $13,220.93","   2,001",     143,6.0,4.3,0.0,0.0
85.4,4.7,10.7,5.0,74.4,0.0,0.0,5.1,49.0,51.0,6.2,2.0,16.0,21.2,"     $34,204,649","  $90,041",    380,"          $80,115,711.32","           4,995.7","              $16,036.93","          $86,633,960.29","           5,064.0","              $17,107.81","   5,152",      27,0.3,0.2,0.0,0.0
92.3,1.7,1.4,7.0,87.2,0.1,0.0,2.6,48.7,51.3,3.5,2.1,15.8,26.8,"      $5,592,907","  $70,796",     79,"          $12,182,329.25",             908.9,"              $13,403.38","          $14,988,944.19","           1,045.8","              $14,332.52",     977,      29,0.6,2.7,0.0,0.0
86.9,2.5,1.5,1.8,91.4,0.1,0.2,2.5,48.2,51.8,0.9,0.5,10.2,23.3,"      $6,039,286","  $66,220",     91,"          $14,137,604.00","           1,329.1","              $10,636.98","          $14,925,573.59","           1,357.0","              $10,998.95","   1,333",      43,1.7,2.0,0.0,0.0
68.4,3.8,6.5,17.2,69.7,0.2,0.1,2.6,52.0,48.0,27.0,8.1,20.1,53.7,"     $19,858,513","  $67,340",    295,"          $47,459,202.02","           3,919.9","              $12,107.25","          $53,294,615.77","           4,051.0","              $13,155.92","   4,276",     109,0.0,2.5,0.0,0.0
85.5,1.6,25.6,5.5,63.8,0.1,0.1,3.3,52.2,47.8,20.5,8.9,15.2,28.4,"     $21,578,374","  $78,661",    274,"          $49,281,781.86","           3,588.3","              $13,734.02","          $53,604,607.86","           3,637.6","              $14,736.26","   3,792",      30,0.1,0.7,0.0,0.0
69.9,2.0,2.7,11.4,82.0,0.1,0.1,1.6,51.5,48.5,7.1,4.1,17.4,43.3,"     $29,473,572","  $67,184",    439,"          $74,055,379.62","           5,647.5","              $13,112.95","          $78,327,253.02","           5,811.3","              $13,478.44","   5,915",     323,2.0,4.8,0.0,0.0
91.0,0.7,21.3,1.3,73.4,0.1,0.0,3.2,51.1,48.9,12.3,0.7,12.3,16.0,"     $27,457,555","  $76,165",    361,"          $61,046,968.97","           5,144.1","              $11,867.38","          $65,359,243.43","           5,216.6","              $12,529.09","   5,244",      52,0.8,0.3,0.0,0.0
81.6,6.8,13.4,5.1,70.1,0.3,0.0,4.4,50.9,49.1,9.2,3.6,17.1,23.5,"     $18,480,494","  $93,953",    197,"          $48,120,455.00","           2,310.6","              $20,825.96","          $50,740,458.00","           2,343.4","              $21,652.50","   2,279",      10,0.1,0.4,0.0,0.0
68.7,0.5,0.7,2.4,92.9,0.3,0.0,3.2,52.1,47.9,2.2,0.4,16.7,32.3,"      $8,106,319","  $74,575",    109,"          $19,793,294.00","           1,615.6","              $12,251.36","          $21,228,841.00","           1,647.2","              $12,887.83","   1,637",      37,1.0,1.3,0.0,0.0
88.0,2.1,8.3,3.0,84.3,0.1,0.1,2.2,50.1,49.9,4.5,1.1,16.6,20.2,"     $19,994,957","  $86,074",    232,"          $46,906,908.78","           3,164.2","              $14,824.26","          $49,025,077.23","           3,196.5","              $15,337.11","   3,275",      12,0.1,0.3,0.0,0.0
62.9,5.6,4.5,7.0,79.6,0.3,0.1,3.0,50.9,49.1,7.8,3.1,17.1,36.3,"     $33,321,361","  $80,042",    416,"          $80,217,923.51","           6,686.6","              $11,996.82","          $89,626,731.31","           6,902.6","              $12,984.49","   6,958",     424,4.8,2.7,0.0,0.0
